@relation Spammer
@attribute 'followers_per_followees' numeric
@attribute 'replies_to_tweets' numeric
@attribute 'tweets_with_url_to_total_tweets' numeric
@attribute 'number_of_replies' numeric
@attribute 'hastag_count_to_word_count_mean' numeric
@attribute 'hastag_count_to_word_count_median' numeric
@attribute 'hastag_count_to_word_count_min' numeric
@attribute 'hastag_count_to_word_count_max' numeric
@attribute 'url_count_to_word_count_mean' numeric
@attribute 'url_count_to_word_count_median' numeric
@attribute 'url_count_to_word_count_min' numeric
@attribute 'url_count_to_word_count_max' numeric
@attribute 'characters_per_tweet_mean' numeric
@attribute 'characters_per_tweet_median' numeric
@attribute 'characters_per_tweet_min' numeric
@attribute 'characters_per_tweet_max' numeric
@attribute 'hashtags_per_tweet_mean' numeric
@attribute 'hashtags_per_tweet_median' numeric
@attribute 'hashtags_per_tweet_min' numeric
@attribute 'hashtags_per_tweet_max' numeric
@attribute 'mentions_per_tweet_mean' numeric
@attribute 'mentions_per_tweet_median' numeric
@attribute 'mentions_per_tweet_min' numeric
@attribute 'mentions_per_tweet_max' numeric
@attribute 'numeric_characters_per_tweet_mean' numeric
@attribute 'numeric_characters_per_tweet_median' numeric
@attribute 'numeric_characters_per_tweet_min' numeric
@attribute 'numeric_characters_per_tweet_max' numeric
@attribute 'url_count_per_tweet_mean' numeric
@attribute 'url_count_per_tweet_median' numeric
@attribute 'url_count_per_tweet_min' numeric
@attribute 'url_count_per_tweet_max' numeric
@attribute 'word_count_per_tweet_mean' numeric
@attribute 'word_count_per_tweet_median' numeric
@attribute 'word_count_per_tweet_min' numeric
@attribute 'word_count_per_tweet_max' numeric
@attribute 'retweet_count_mean' numeric
@attribute 'retweet_count_median' numeric
@attribute 'retweet_count_min' numeric
@attribute 'retweet_count_max' numeric
@attribute 'followee_count' numeric
@attribute 'follower_count' numeric
@attribute 'tweet_count' numeric
@attribute 'mention_count' numeric
@attribute 'reply_count' numeric
@attribute 'total_tweet_count_of_followees' numeric
@attribute 'time_between_posts_mean' numeric
@attribute 'time_between_posts_median' numeric
@attribute 'time_between_posts_min' numeric
@attribute 'time_between_posts_max' numeric
@attribute 'post_count_per_day_mean' numeric
@attribute 'post_count_per_day_median' numeric
@attribute 'post_count_per_day_min' numeric
@attribute 'post_count_per_day_max' numeric
@attribute 'post_count_per_week_mean' numeric
@attribute 'post_count_per_week_median' numeric
@attribute 'post_count_per_week_min' numeric
@attribute 'post_count_per_week_max' numeric
@attribute 'spammer' {'yes' 'no'}

@data
1.8115183246,0.0501124317,0.1413427562,156,1000000000,0.1111111111,0,1,1000000000,0,0,0.2,53.5126887247,45,1,162,0.140057822,0,0,4,0.554770318,1,0,8,0.5759717314,0,0,26,0.1468037263,0,0,2,9.5354963058,8,0,44,0.4442659814,0,0,2,382,692,11080,0,0,0,2847.4495501285,111,2,85980,24.904,18,1,162,172.9444444444,124,1,439,no
1.1188118812,0.1629606099,0.0797331639,513,1000000000,0,0,1,1000000000,0,0,0.25,56.5660736976,47,1,152,0.0698856417,0,0,6,0.6915501906,1,0,7,0.7604828463,0,0,19,0.0806861499,0,0,2,10.2128335451,8,0,32,0.3986658196,0,0,2,404,452,18295,0,0,0,2526.7988560534,268,1,85453,32.7916666667,24,1,140,224.8571428571,269,46,458,no
0.7419354839,0.1605191257,0.1092896175,235,0.0329360645,0,0,1,0.01176054,0,0,0.25,56.4098360656,49,3,144,0.2260928962,0,0,4,0.7691256831,1,0,5,0.724726776,0,0,10,0.1147540984,0,0,4,9.8148907104,9,1,30,0.443989071,0,0,1,186,138,1491,0,0,0,15375.8031442242,3516,4,86071,4.293255132,4,1,21,29.8775510204,29,7,60,no
1.0286885246,0.1905964027,0.0918270748,604,1000000000,0,0,1,1000000000,0,0,0.25,45.0568002524,39,1,148,0.089933733,0,0,5,0.5326601452,0,0,5,0.6128116125,0,0,13,0.0918270748,0,0,1,7.7958346482,7,0,32,0.2530766803,0,0,3,244,251,8436,0,0,0,2667.0464015152,432,0,68506,32.6701030928,29,7,85,226.3571428571,222,103,292,no
0.9966386555,0.1493892891,0.0889445662,477,1000000000,0,0,0.5882352941,1000000000,0,0,0.25,69.6392107736,63,1,150,0.1227685562,0,0,10,0.2893830254,0,0,3,0.5120576261,0,0,23,0.0889445662,0,0,1,13.2370811149,12,0,36,0.067961165,0,0,2,1190,1186,5594,0,0,0,1120.2854010025,190,3,49092,77.8780487805,66,6,205,532.1666666667,407,150,816,no
0.4802259887,0.2746212121,0.2651515152,145,0.0447950157,0,0,0.8333333333,0.015037715,0,0,0.1428571429,107.6439393939,122,12,144,0.6515151515,0,0,5,1.2291666667,1,0,8,1.0075757576,0,0,10,0.2765151515,0,0,2,17.3806818182,19,2,29,0.1515151515,0,0,2,177,85,528,0,0,0,22541.2732447818,8456,21,86361,1.2165898618,2,1,21,8.5161290323,9,1,39,no
0.9013953488,0.0508097809,0.1819625278,160,1000000000,0,0,1,1000000000,0,0,0.25,76.6875198476,70,1,148,0.2168942521,0,0,5,0.7602413465,1,0,8,0.7164179104,0,0,12,0.1876786281,0,0,2,13.9215624008,13,0,35,0.4302953319,0,0,3,2150,1938,14455,0,0,0,4040.1423125794,33,0,86389,14.8537735849,13,1,104,104.9666666667,110,2,254,no
0.4032549729,0.5817442951,0.1250390747,1861,0.1276228933,0.1111111111,0,0.6666666667,0.0066500803,0,0,0.1666666667,88.3301031572,83,24,155,1.191622382,1,0,4,1.419193498,1,0,7,1.0021881838,0,0,16,0.1328540169,0,0,2,12.9684276336,12,2,31,0.4120037512,0,0,3,1106,446,12272,0,0,0,820.0841150719,35,2,86322,65.2857142857,79,1,265,457,433,30,811,no
0.9947916667,0.0645573666,0.0751038671,202,0.0127348777,0,0,1,0.0080470502,0,0,0.2,67.3569830617,61,5,152,0.1134547779,0,0,5,0.5666347076,1,0,6,0.4595717482,0,0,11,0.0770214126,0,0,2,12.7149248961,11,1,42,0.3988494727,0,0,2,192,191,11815,0,0,0,2409.1697570333,182,2,80260,34.3846153846,27,2,144,240.6923076923,249,39,482,no
0.2948717949,0.050282841,0.229415462,160,0.0218286007,0,0,1,0.0204060649,0,0,0.25,76.6363922062,71,3,148,0.2187303583,0,0,7,0.8884349466,1,0,6,0.8928346952,0,0,56,0.2338152106,0,0,2,13.4057196732,12,1,35,0.4808296669,0,0,3,1092,322,54703,0,0,0,2794.639107199,93,1,86198,30.8932038835,26,1,134,212.1333333333,184,24,382,no
0.4982415006,0.0031055901,0.9565217391,1,0,0,0,0,0.0465531816,0.0454545455,0,0.0625,116.4409937888,121,18,138,0,0,0,0,0.0031055901,0,0,1,0.2732919255,0,0,2,0.9565217391,1,0,1,20.5217391304,21,4,24,0,0,0,0,853,425,322,0,0,0,2058.9096573209,1791,0,7201,46,41,32,44,322,290,32,290,no
0.8269230769,0,0.9322033898,0,0.0002073835,0,0,0.1,0.0486162367,0.05,0,0.0833333333,107.7030213707,110,10,139,0.0036845984,0,0,1,0.0014738394,0,0,1,1.0353721444,1,0,5,0.9322033898,1,0,1,19.8142962417,20,2,31,0,0,0,0,2392,1978,1357,0,0,0,4181.0073746313,1797,0,76084,8.5886075949,11,1,57,59,42,1,298,no
0.4569269521,0,1,0,0.0001108424,0,0,0.0909090909,0.0684127402,0.0625,0.0357142857,0.2,106.3715625,107,45,140,0.001875,0,0,1,0,0,0,0,2.2871875,2,0,17,1.1334375,1,1,3,17.071875,17,5,28,0,0,0,0,1985,907,67260,0,0,0,1105.1140981557,63,0,85979,14.8837209302,53,1,144,103.2258064516,150,48,415,no
0.2253602305,0,0.997005988,0,0.0002352438,0,0,0.1111111111,0.0748138615,0.0714285714,0,0.2,88.6581836327,88,5,127,0.00249501,0,0,1,0.002994012,0,0,2,2.631237525,2,0,13,0.997005988,1,0,1,14.8612774451,14,1,26,0,0,0,0,1735,391,2004,0,0,0,8245.445332002,5,0,86399,10.4375,3,1,259,74.2222222222,23,19,611,no
0.3493723849,0,1,0,0,0,0,0,0.0833333333,0.0833333333,0.0833333333,0.0833333333,66,66,66,66,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,12,12,12,12,0,0,0,0,478,167,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
0.177589852,0,1,0,0,0,0,0,0.0833333333,0.0833333333,0.0833333333,0.0833333333,51,51,51,51,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,12,12,12,12,0,0,0,0,473,84,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
0.1700223714,0,1,0,0,0,0,0,0.1,0.1,0.1,0.1,52,52,52,52,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,10,10,10,10,0,0,0,0,447,76,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
0.1766666667,0,1,0,0,0,0,0,0.0666666667,0.0666666667,0.0666666667,0.0666666667,70,70,70,70,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,15,15,15,15,0,0,0,0,600,106,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
0.056056701,0,1,0,0,0,0,0,0.0811688312,0.0909090909,0.0714285714,0.0909090909,60.5,62,59,62,0,0,0,0,0,0,0,0,1.5,3,0,3,1,1,1,1,12.5,14,11,14,0,0,0,0,1552,87,2,0,0,0,11,11,11,11,0,2,2,2,0,2,2,2,no
0.1904761905,0,1,0,0,0,0,0,0.0833333333,0.0833333333,0.0833333333,0.0833333333,52,52,52,52,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,12,12,12,12,0,0,0,0,420,80,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
0.3023872679,1000000000,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.1512770138,0,1,0,0,0,0,0,0.0833333333,0.0833333333,0.0833333333,0.0833333333,57,57,57,57,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,12,12,12,12,0,0,0,0,509,77,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
1.4615384615,0,0.81953125,0,0.0702243592,0.0625,0,0.1818181818,0.046972921,0.0555555556,0,0.1111111111,105.64140625,110,41,148,1.22109375,1,0,2,0.5765625,1,0,1,3.76875,4,0,12,0.81953125,1,0,1,17.296875,17,7,30,0,0,0,0,13,19,1280,0,0,0,789.7584050039,437,120,81105,58.1818181818,102,1,282,426.6666666667,238,1,808,no
0.0715372907,0,1,0,0,0,0,0,0.115625,0.1666666667,0.0625,0.1666666667,60.25,84,33,87,0,0,0,0,0,0,0,0,1.25,1,1,2,1,1,1,1,10.75,15,6,16,0,0,0,0,1314,94,4,0,0,0,21680.6666666667,4485,2659,57898,0.8,1,1,2,4,4,4,4,no
0.224789916,0,1,0,0,0,0,0,0.0769230769,0.0769230769,0.0769230769,0.0769230769,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,13,13,13,0,0,0,0,476,107,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
0.1952054795,0,1,0,0,0,0,0,0.0714285714,0.0714285714,0.0714285714,0.0714285714,89,89,89,89,0,0,0,0,0,0,0,0,7,7,7,7,1,1,1,1,14,14,14,14,0,0,0,0,292,57,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
0.1921884687,0,1,0,0,0,0,0,0.1,0.1,0.1,0.1,63,63,63,63,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,10,10,10,10,0,0,0,0,1613,310,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
15.4615384615,0,0.8461538462,0,0.1642894351,0.1176470588,0,0.6,0.1259822528,0.1428571429,0,0.25,58.1794871795,51,19,140,1.4615384615,1,0,6,0.1025641026,0,0,1,1.7692307692,2,0,5,0.8461538462,1,0,1,9.0256410256,7,2,25,0.0512820513,0,0,1,26,402,39,0,0,0,25672.0526315789,17606,3,86133,0.060371517,1,1,7,0.4239130435,2,1,11,no
0.1236749117,0,1,0,0,0,0,0,0.0714285714,0.0714285714,0.0714285714,0.0714285714,89,89,89,89,0,0,0,0,0,0,0,0,8,8,8,8,1,1,1,1,14,14,14,14,0,0,0,0,283,35,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
0.2134146341,0,1,0,0,0,0,0,0.0769230769,0.0769230769,0.0769230769,0.0769230769,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,13,13,13,0,0,0,0,328,70,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,no
1.096196868,0,0.9979131886,0,0.0002817376,0,0,0.1052631579,0.0573097627,0.0555555556,0,0.1428571429,103.4265442404,110,1,140,0.0062604341,0,0,2,0.0747078464,0,0,1,3.8017529215,3,0,17,0.9979131886,1,0,1,18.0454924875,18,1,30,0.0726210351,0,0,1,2235,2450,2399,0,0,0,7339.5736951983,7193,0,86399,7.4179566563,12,1,23,52.0869565217,84,1,122,no
0.5722379603,0.1,0,1,0,0,0,0,0,0,0,0,41.2,43,19,59,0,0,0,0,1.9,2,0,4,1,1,0,4,0,0,0,0,4.2,4,2,10,0,0,0,0,353,202,10,0,0,0,118.3333333333,46,21,482,0,10,10,10,0,10,10,10,no
1.023255814,0.0571428571,0,2,0.0113265306,0,0,0.2,0,0,0,0,64.8,60,14,132,0.0857142857,0,0,1,1.0857142857,0,0,8,0.8571428571,0,0,5,0,0,0,0,10,8,2,23,0,0,0,0,43,44,35,0,0,0,4093.2647058824,379,15,53871,7,1,1,33,35,34,1,34,no
0.4846153846,0.1223021583,0,17,0.0320276963,0,0,1,0,0,0,0,84.2517985612,83,8,140,0.2877697842,0,0,9,1.6762589928,1,0,8,0.6762589928,0,0,5,0,0,0,0,12.2805755396,12,1,28,0.0143884892,0,0,1,130,63,139,0,0,0,2526.5724637681,112,1,62251,0.594017094,7,1,77,4.2121212121,31,1,107,no
0.2578174856,0.0483516484,0.1142857143,22,0.0746242784,0.0714285714,0,1,0.012103884,0,0,0.1666666667,82.5054945055,81,3,142,0.5912087912,1,0,3,3.8307692308,2,0,16,2.0659340659,0,0,56,0.1142857143,0,0,1,8.9340659341,9,1,22,0.0505494505,0,0,2,1567,404,471,0,0,0,5299.6079295154,95,1,83309,3.64,2,1,133,25.2777777778,13,1,291,no
0.7420770356,0.0835942392,0.024420789,267,1000000000,0.1428571429,0,1,1000000000,0,0,0.1666666667,63.8584846587,52,1,146,0.7548528491,1,0,6,2.1869129618,1,0,13,0.8262366938,0,0,32,0.024733876,0,0,2,6.8556668754,5,0,31,0.0087664371,0,0,2,2051,1522,6703,0,0,0,1213.3410585656,32,2,85478,12.144486692,29,1,216,84.0526315789,74,2,525,no
0.2719665272,0,0.3139534884,0,0.0288697454,0,0,0.4666666667,0.0193984993,0,0,0.1666666667,110.8255813953,126,31,140,0.4069767442,0,0,7,2.5,2,1,10,1.9069767442,1,0,10,0.3139534884,0,0,1,16.3720930233,17,3,28,1.0930232558,1,0,2,239,65,98,0,0,0,2829.2705882353,35,8,83338,17.2,11,1,49,86,49,37,49,no
1000000000,1000000000,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1.3258631133,0.2222222222,0.2478632479,26,0.012701337,0,0,0.5454545455,0.0185355466,0,0,0.1176470588,97.7435897436,96,24,140,0.1282051282,0,0,6,1.7179487179,1,0,10,1.7094017094,1,0,11,0.2564102564,0,0,2,15.5811965812,15,3,26,0.0854700855,0,0,2,1651,2189,120,0,0,0,12393.4568965517,830,0,79208,0.8731343284,3,1,20,6.1578947368,8,2,71,no
